user_time,system_time,cpu_percent,wallclock_time,max_rss
13.754,5.014,99.75%,18.815,3584
15.870,3.892,99.96%,19.770,3584
19.711,0.000,99.93%,19.725,3584
16.000,3.853,99.96%,19.862,3456
11.277,7.492,99.97%,18.774,3584
15.404,3.486,99.97%,18.897,3584
16.030,4.136,99.96%,20.174,3584
15.860,4.009,99.97%,19.874,3456
19.757,0.000,99.51%,19.854,3584
12.226,8.098,99.97%,20.330,3584
19.639,0.000,99.96%,19.646,3456
15.408,3.504,99.36%,19.034,3584
19.812,0.000,99.97%,19.818,3584
13.866,6.337,99.97%,20.209,3584
16.065,3.979,99.96%,20.052,3456
20.014,0.013,99.97%,20.033,3584
19.833,0.077,99.97%,19.915,3584
11.337,7.478,99.97%,18.821,3584
19.043,0.000,98.17%,19.398,3584
15.322,3.416,99.96%,18.746,3584
15.695,3.850,99.97%,19.552,3456
17.786,0.916,99.95%,18.711,3584
19.971,0.001,99.74%,20.024,3584
19.872,0.126,99.97%,20.004,3456
19.843,0.000,99.96%,19.851,3584
19.980,0.162,99.96%,20.149,3456
19.604,0.011,99.97%,19.621,3584
18.278,1.482,99.97%,19.766,3584
19.807,0.117,99.97%,19.930,3584
15.730,4.040,99.46%,19.877,3584
11.868,7.833,99.96%,19.708,3584
15.977,3.966,99.96%,19.950,3584
18.355,1.526,99.96%,19.890,3584
11.905,7.908,99.98%,19.818,3584
15.944,4.060,99.33%,20.139,3584
19.573,0.000,99.98%,19.578,3584
19.955,0.000,99.93%,19.968,3584
15.953,4.054,99.96%,20.014,3584
19.815,0.000,99.97%,19.821,3584
16.087,4.003,99.96%,20.098,3584
23.384,3.672,99.97%,27.063,3584
11.283,7.274,99.96%,18.564,3584
15.884,3.874,99.96%,19.765,3584
15.966,4.047,99.96%,20.021,3584
15.980,3.920,99.93%,19.913,3584
15.493,3.730,99.97%,19.229,3584
15.811,3.858,99.97%,19.676,3584
15.984,3.903,99.54%,19.979,3584
15.857,3.801,99.96%,19.666,3584
15.726,3.975,99.41%,19.818,3584
19.831,0.000,99.96%,19.839,3584
15.897,4.042,99.97%,19.945,3584
15.984,4.071,99.61%,20.134,3584
11.164,7.617,99.35%,18.904,3584
15.992,3.893,99.96%,19.893,3584
16.030,3.950,99.97%,19.987,3584
17.740,0.845,99.96%,18.592,3584
16.050,3.905,99.97%,19.962,3584
18.563,0.959,99.96%,19.530,3584
15.505,3.389,99.96%,18.901,3584
16.080,4.184,99.97%,20.270,3584
19.908,0.000,99.71%,19.967,3584
13.805,6.340,98.24%,20.506,3456
19.783,0.143,99.97%,19.932,3584
16.003,3.884,99.96%,19.894,3584
19.746,0.000,99.97%,19.753,3584
11.233,7.489,99.76%,18.768,3456
19.833,0.115,99.97%,19.954,3584
11.443,7.415,99.95%,18.867,3584
19.506,7.783,99.95%,27.304,3584
15.798,3.963,99.96%,19.768,3584
19.918,0.033,99.97%,19.957,3456
15.958,3.802,99.97%,19.765,3584
15.831,3.914,99.97%,19.751,3584
15.901,3.848,99.96%,19.757,3584
19.938,0.039,99.96%,19.984,3584
15.929,3.916,99.93%,19.860,3584
11.779,7.853,99.97%,19.638,3584
13.668,5.105,99.93%,18.787,3584
19.838,0.017,99.97%,19.860,3584
19.638,0.000,99.97%,19.644,3584
11.529,7.505,99.96%,19.042,3456
19.815,0.088,99.97%,19.908,3584
15.940,3.799,99.96%,19.746,3584
18.133,1.491,99.92%,19.639,3584
16.107,4.026,99.97%,20.138,3584
19.713,0.075,99.98%,19.793,3584
13.946,5.425,99.96%,19.379,3584
15.663,3.915,99.97%,19.585,3584
19.617,0.000,99.97%,19.623,3584
11.931,7.975,99.97%,19.913,3584
19.941,0.000,99.96%,19.948,3584
19.713,0.055,99.97%,19.774,3584
19.730,0.000,99.97%,19.736,3584
15.883,3.835,99.96%,19.726,3584
18.454,1.222,99.65%,19.746,3584
16.084,3.930,99.97%,20.021,3584
16.001,3.918,99.93%,19.934,3584
15.695,3.931,99.97%,19.632,3584
19.710,0.055,99.97%,19.770,3456
17.890,0.932,99.96%,18.829,3584
15.894,4.025,99.97%,19.925,3584
11.875,7.891,99.96%,19.774,3456
18.794,0.000,99.97%,18.800,3584
19.907,0.129,99.97%,20.041,3584
19.810,0.000,99.97%,19.817,3584
18.902,0.000,99.96%,18.909,3584
15.411,3.617,99.96%,19.035,3456
15.378,3.453,99.97%,18.837,3584
13.425,5.427,99.70%,18.909,3584
19.751,0.000,99.79%,19.792,3456
19.827,0.000,99.98%,19.831,3584
15.391,3.504,99.96%,18.902,3456
16.767,4.511,99.16%,21.459,3584
15.967,4.082,99.97%,20.055,3584
20.012,0.069,99.31%,20.221,3456
19.562,0.000,100.03%,19.556,3584
15.827,3.822,99.96%,19.656,3584
15.932,3.825,99.93%,19.771,3584
16.029,3.882,99.93%,19.925,3584
19.863,0.050,99.98%,19.918,3584
19.691,0.024,99.98%,19.720,3584
11.899,7.964,99.97%,19.870,3584
19.667,0.000,99.97%,19.673,3584
18.873,0.000,99.96%,18.880,3584
19.754,0.000,99.96%,19.762,3584
15.884,3.962,99.96%,19.855,3456
19.942,0.142,99.97%,20.090,3456
15.864,3.857,99.95%,19.730,3584
16.020,3.914,99.97%,19.940,3584
15.936,3.866,99.96%,19.809,3584
11.452,7.502,99.96%,18.962,3584
17.895,0.939,99.96%,18.842,3584
18.322,1.450,99.96%,19.780,3584
15.884,3.903,99.96%,19.795,3584
17.749,2.321,99.98%,20.074,3584
15.209,3.623,99.96%,18.839,3584
19.749,0.000,99.96%,19.757,3456
15.253,3.542,99.96%,18.802,3584
19.421,0.000,99.46%,19.527,3584
18.727,0.000,99.97%,18.732,3584
19.859,0.004,99.96%,19.870,3584
28.741,0.710,99.97%,29.461,3584
19.835,0.000,99.96%,19.843,3584
